# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code_5_model
# start_datetime = 2023-03-19 18:49:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = /home/Lab_2/samples/code_5-20230319184917_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-1.55163,0.985633,0.637133,3,7,0,2.39783,0.455964
-1.30294,0.997862,0.637133,3,7,0,1.53321,0.736478
-1.25391,0.999817,0.637133,3,7,0,1.29781,0.923015
-1.25391,0.917505,0.637133,1,3,0,2.01106,0.923015
-1.27817,0.996889,0.637133,3,7,0,1.29305,1.22757
-1.31139,0.993626,0.637133,1,1,0,1.31155,1.34696
-1.35573,0.990655,0.637133,1,1,0,1.35889,1.46953
-2.57109,0.842469,0.637133,3,7,0,2.74831,0.14829
-1.73202,0.99576,0.637133,1,3,0,2.92388,0.357781
-1.25245,0.981552,0.637133,1,3,0,2.24828,0.938633
-1.32983,0.986815,0.637133,1,3,0,1.38005,0.683863
-1.3826,0.987932,0.637133,3,7,0,1.55187,0.607224
-1.80581,0.972153,0.637133,2,3,0,1.81351,0.327072
-1.51545,0.992699,0.637133,2,3,0,2.07351,0.481491
-1.42368,0.998519,0.637133,2,3,0,1.57244,0.561116
-1.92746,0.952354,0.637133,2,5,0,2.14809,0.284323
-1.28552,0.879935,0.637133,1,3,0,3.33036,1.25771
-1.27654,1,0.637133,1,1,0,1.28622,1.22046
-1.40732,0.899212,0.637133,3,7,0,2.18239,0.578445
-1.28445,0.978442,0.637133,1,3,0,1.78422,1.25349
-1.3324,0.985378,0.637133,3,7,0,1.42117,0.679456
-1.27421,0.994796,0.637133,2,3,0,1.41525,0.815868
-2.58238,0.881411,0.637133,3,7,0,3.18273,3.24214
-1.78294,1,0.637133,1,1,0,2.35899,2.22702
-1.27392,0.896088,0.637133,2,3,0,2.33734,1.20858
-1.26451,1,0.637133,2,7,0,1.2724,0.855279
-1.43148,0.974656,0.637133,1,3,0,1.52427,0.553263
-1.35397,0.998902,0.637133,2,3,0,1.46716,0.645599
-1.41156,0.994602,0.637133,1,1,0,1.41169,0.573839
-1.25612,0.987781,0.637133,1,3,0,1.65437,1.1022
-1.2997,0.982108,0.637133,1,3,0,1.40228,0.743858
-1.28521,1,0.637133,1,1,0,1.29888,0.781045
-1.25143,0.926822,0.637133,2,3,0,2.61485,1.04864
-1.26591,0.972155,0.637133,2,3,0,1.54248,1.16815
-1.74027,0.940224,0.637133,2,3,0,2.00566,2.16432
-1.68066,1,0.637133,2,3,0,1.82047,2.07401
-1.84822,0.945958,0.637133,1,1,0,1.93382,2.32025
-1.51293,1,0.637133,1,1,0,1.76804,1.7958
-1.68467,0.951297,0.637133,1,1,0,1.71828,2.0802
-1.77849,0.969918,0.637133,1,1,0,1.87428,2.22055
-2.31719,0.814216,0.637133,1,1,0,2.41505,2.92811
-2.25759,1,0.637133,3,7,0,2.25769,0.200845
-2.08106,1,0.637133,2,3,0,2.25543,0.240719
-2.82933,0.970664,0.637133,2,3,0,3.17205,0.116883
-1.63122,0.791608,0.637133,1,3,0,3.73497,0.407665
-1.98579,0.986298,0.637133,2,3,0,2.04192,0.26659
-2.03736,0.99797,0.637133,1,1,0,2.06753,0.252149
-1.52574,0.99416,0.637133,3,7,0,2.07239,0.473963
-1.46353,1,0.637133,1,1,0,1.52474,0.523383
-1.27118,1,0.637133,2,3,0,1.44345,0.827045
-1.25077,0.997764,0.637133,1,3,0,1.29793,1.0354
-1.27342,0.993427,0.637133,1,3,0,1.30673,0.818717
-1.31498,0.984628,0.637133,1,3,0,1.47772,1.35798
-1.37463,0.987252,0.637133,1,1,0,1.37687,1.51536
-1.59281,0.951695,0.637133,3,7,0,1.76438,0.429791
-1.54561,1,0.637133,2,3,0,1.60096,0.460035
-1.28137,0.964892,0.637133,1,3,0,2.15214,1.24107
-1.33419,0.959962,0.637133,1,3,0,1.60089,0.676431
-2.14428,0.868102,0.637133,1,3,0,2.91377,0.225357
-1.25815,0.99336,0.637133,3,7,0,2.10862,1.11861
-1.40511,0.949431,0.637133,1,3,0,1.69254,0.580881
-1.289,0.99962,0.637133,3,7,0,1.40458,0.770551
-1.25012,0.99729,0.637133,1,3,0,1.32545,1.01412
-1.96519,0.944814,0.637133,2,3,0,2.17999,2.48069
-1.51063,1,0.637133,1,1,0,1.84014,1.79163
-1.25021,1,0.637133,3,7,0,1.47776,0.981792
-1.38685,0.968967,0.637133,1,3,0,1.52666,0.60203
-2.00101,0.933606,0.637133,1,3,0,2.38111,0.262213
-2.19654,0.992791,0.637133,1,1,0,2.1977,0.213605
-2.05639,1,0.637133,2,3,0,2.20048,0.247085
-3.44196,0.937682,0.637133,1,3,0,4.48207,0.0681957
-2.36129,0.999096,0.637133,2,5,0,3.90979,0.181271
-2.30154,0.997965,0.637133,2,3,0,2.59535,0.192245
-2.52539,0.993972,0.637133,1,1,0,2.52703,0.15482
-2.53515,0.999772,0.637133,1,1,0,2.59829,0.153397
-1.41307,0.969431,0.637133,3,7,0,2.36168,1.60122
-1.41307,0.938355,0.637133,1,1,0,1.59412,1.60122
-3.85176,0.71761,0.637133,2,3,0,3.8532,4.60953
-1.57084,1,0.637133,1,1,0,2.95711,1.89688
-1.94595,0.223804,0.637133,2,3,0,4.92227,0.27853
-1.92334,1,0.637133,1,1,0,1.98361,0.285637
-2.7313,0.964567,0.637133,1,3,0,3.03137,0.127807
-2.54339,1,0.637133,1,1,0,2.73556,0.152209
-2.33571,0.997015,0.637133,3,7,0,3.09848,0.185873
-2.20312,1,0.637133,1,1,0,2.34518,0.212181
-2.36986,0.994978,0.637133,1,1,0,2.37695,0.179761
-2.3444,0.997825,0.637133,2,3,0,2.62367,0.184293
-2.45096,0.996141,0.637133,2,3,0,2.67249,0.1662
-2.6066,0.996309,0.637133,1,1,0,2.61964,0.14344
-1.73193,0.995234,0.637133,1,3,0,2.99886,0.357822
-2.89418,0.97268,0.637133,3,7,0,3.07313,0.110239
-2.94749,0.999129,0.637133,1,1,0,2.99902,0.105094
-2.04241,1,0.637133,2,3,0,2.92907,0.25079
-3.36218,0.94056,0.637133,1,3,0,4.29678,0.0730436
-2.30643,0.997451,0.637133,1,3,0,3.81032,0.191316
-1.48239,0.893047,0.637133,1,3,0,2.78566,0.507341
-1.54506,0.998458,0.637133,2,3,0,1.54963,0.460413
-1.46547,0.988422,0.637133,2,3,0,1.8294,0.521689
-1.32182,0.99227,0.637133,3,7,0,1.61314,0.69819
-1.26209,0.97857,0.637133,3,7,0,1.6577,0.867304
-2.22153,0.91692,0.637133,3,7,0,2.39288,0.208262
-1.99483,1,0.637133,1,1,0,2.21314,0.263979
-1.97547,1,0.637133,1,1,0,2.03613,0.269614
-1.80321,1,0.637133,1,1,0,1.96812,0.328084
-1.77288,1,0.637133,3,7,0,1.83053,0.34026
-1.71458,1,0.637133,1,1,0,1.78664,0.365686
-1.25335,0.989385,0.637133,1,3,0,2.19017,0.928582
-1.26136,0.996813,0.637133,1,3,0,1.28881,1.14095
-1.26646,0.998821,0.637133,3,7,0,1.27646,1.1712
-2.89189,0.743563,0.637133,2,5,0,3.39014,0.110466
-1.58171,0.941574,0.637133,2,5,0,2.85009,0.436577
-1.58171,0.904107,0.637133,1,3,0,3.63363,0.436577
-2.9444,0.962204,0.637133,3,7,0,3.05755,0.105385
-2.68711,1,0.637133,2,3,0,2.94109,0.133111
-2.91745,0.995701,0.637133,1,1,0,2.9213,0.10796
-2.76347,1,0.637133,1,1,0,2.93245,0.124099
-2.91325,0.990723,0.637133,2,3,0,3.55991,0.108367
-1.97983,0.996849,0.637133,1,3,0,3.29225,0.268332
-2.14505,0.990577,0.637133,3,7,0,2.14872,0.225178
-3.219,0.959866,0.637133,1,3,0,3.7582,0.0827032
-2.96253,1,0.637133,1,1,0,3.21807,0.103692
-1.34885,0.995128,0.637133,3,7,0,3.02072,0.65319
-1.77296,0.969665,0.637133,2,3,0,1.77648,0.340226
-1.25692,0.982411,0.637133,1,3,0,2.29108,0.898447
-1.43589,0.969426,0.637133,1,3,0,1.56639,0.548929
-1.53403,0.992281,0.637133,1,1,0,1.53403,0.468058
-2.19537,0.977502,0.637133,3,7,0,2.24348,0.21386
-1.30817,0.982921,0.637133,1,3,0,3.06121,0.725125
-1.25882,0.991322,0.637133,1,3,0,1.42404,1.12357
-1.45232,0.931703,0.637133,1,3,0,1.82749,0.533431
-2.44127,0.811922,0.637133,1,3,0,3.28404,0.167753
-2.64749,0.99513,0.637133,1,1,0,2.65209,0.138081
-1.86395,0.998098,0.637133,1,3,0,2.90449,0.305564
-3.43968,0.438295,0.637133,3,7,0,4.96127,0.0683297
-3.50798,0.999311,0.637133,1,1,0,3.56024,0.0644454
-4.545,0.992741,0.637133,2,3,0,4.5699,0.027081
-4.24352,1,0.637133,1,1,0,4.54575,0.0347323
-4.14497,1,0.637133,1,1,0,4.28883,0.0376929
-2.93586,0.998354,0.637133,1,3,0,4.6956,0.106193
-1.47626,0.967936,0.637133,3,7,0,3.09802,0.512447
-1.31354,0.960025,0.637133,3,7,0,2.12436,1.35359
-1.60908,0.918525,0.637133,2,3,0,2.08402,1.96043
-1.36534,1,0.637133,1,1,0,1.54869,1.49319
-1.30491,1,0.637133,3,7,0,1.35601,0.73212
-1.51547,0.977217,0.637133,3,7,0,1.67878,0.481479
-2.78278,0.599439,0.637133,3,7,0,4.04559,0.121932
-3.07766,0.995018,0.637133,1,1,0,3.07778,0.0936201
-3.35315,0.996411,0.637133,1,1,0,3.35485,0.0736152
-2.57082,0.998191,0.637133,2,3,0,3.73057,0.148328
-2.59547,0.999817,0.637133,2,3,0,2.65297,0.14494
-1.65109,0.993191,0.637133,1,3,0,3.11119,0.396965
-1.30091,0.994524,0.637133,1,3,0,1.8098,0.741072
-3.48599,0.852551,0.637133,2,5,0,3.95834,0.0656696
-4.21245,0.995506,0.637133,2,3,0,4.29279,0.0356389
-3.06379,0.99879,0.637133,1,3,0,4.68043,0.0947744
-3.24099,0.999203,0.637133,2,3,0,3.25665,0.0811333
-1.75476,0.499462,0.637133,3,7,0,4.57178,0.347863
-1.25016,0.978923,0.637133,1,3,0,2.37488,0.984189
-1.50771,0.941854,0.637133,1,3,0,1.81647,0.487307
-1.50319,1,0.637133,1,1,0,1.53007,0.490769
-2.82809,0.753206,0.637133,1,3,0,4.22856,0.117014
-1.92826,1,0.637133,2,3,0,2.80279,0.284069
-1.26541,0.999724,0.637133,3,7,0,1.92708,0.851094
-1.30676,0.987126,0.637133,1,3,0,1.43109,1.33236
-1.3341,0.949939,0.637133,1,3,0,1.68016,0.676597
-1.26132,1,0.637133,2,3,0,1.32889,0.871402
-2.41834,0.922122,0.637133,3,7,0,3.55598,0.1715
-1.84077,0.993005,0.637133,3,7,0,3.27167,0.313883
-1.25339,0.994783,0.637133,3,7,0,2.07284,1.07552
-1.39363,0.956109,0.637133,1,3,0,1.62181,0.593954
-1.38119,0.938438,0.637133,2,5,0,2.01722,1.53063
-1.36697,1,0.637133,1,1,0,1.39778,1.49712
-1.29381,1,0.637133,1,1,0,1.35193,1.2886
-1.32024,0.961742,0.637133,1,3,0,1.59667,0.701131
-1.51946,0.98564,0.637133,2,3,0,1.5342,0.478531
-2.50678,0.936564,0.637133,2,5,0,2.51078,0.157576
-1.26679,1,0.637133,1,3,0,4.33763,0.844949
-1.26209,0.9965,0.637133,2,3,0,1.30996,0.867277
-1.45951,0.967473,0.637133,1,3,0,1.58921,0.526937
-1.45593,1,0.637133,1,1,0,1.47868,0.530149
-1.29043,0.970398,0.637133,1,3,0,1.94126,1.27634
-1.29043,0.876164,0.637133,1,3,0,2.16686,1.27634
-1.81573,0.791895,0.637133,1,3,0,3.2215,0.323248
-1.84752,0.998541,0.637133,3,7,0,1.89472,0.311429
-1.26301,0.98448,0.637133,1,3,0,2.42159,0.862551
-1.2968,0.989011,0.637133,1,3,0,1.40155,1.29916
-1.6512,0.860112,0.637133,3,7,0,2.50534,0.396908
-1.62293,1,0.637133,1,1,0,1.67111,0.412272
-1.69576,0.995634,0.637133,1,1,0,1.70481,0.374532
-3.1798,0.689348,0.637133,1,3,0,4.6606,0.0855841
-1.25074,0.974361,0.637133,2,5,0,3.46926,1.03479
-1.61153,0.963751,0.637133,3,7,0,1.653,0.418752
-2.33782,0.964177,0.637133,3,7,0,2.579,0.185487
-1.25164,0.956718,0.637133,1,3,0,4.05112,0.949613
-1.26248,0.99751,0.637133,3,7,0,1.28005,0.865282
-1.2526,0.997661,0.637133,1,3,0,1.28921,1.06585
-2.00333,0.938315,0.637133,2,3,0,2.53611,2.53147
-1.25424,0.529516,0.637133,3,7,0,3.9351,0.919885
-1.25223,1,0.637133,1,1,0,1.25396,0.941497
-1.89164,0.920034,0.637133,1,3,0,2.80878,0.296037
-3.45242,0.675341,0.637133,1,3,0,4.92196,0.0675865
-3.51331,0.999797,0.637133,2,3,0,3.56862,0.0641521
-2.34677,0.996896,0.637133,1,3,0,4.08932,0.183865
-2.11814,1,0.637133,1,1,0,2.33964,0.23155
-2.35124,0.992464,0.637133,1,1,0,2.35141,0.183062
-2.16842,1,0.637133,2,3,0,2.34987,0.219828
-1.25638,0.978565,0.637133,2,5,0,3.39806,0.902311
-1.81262,0.962841,0.637133,2,3,0,1.84714,2.26977
-1.79993,0.757201,0.637133,3,7,0,2.96474,0.329368
-1.91155,0.99536,0.637133,3,7,0,2.16259,2.40806
-1.85698,1,0.637133,3,7,0,1.86718,0.30803
-1.31753,0.9899,0.637133,1,3,0,2.1875,0.706274
-1.25592,1,0.637133,2,3,0,1.31145,0.905773
-1.25315,1,0.637133,1,1,0,1.25554,0.930687
-2.08888,0.816723,0.637133,2,5,0,3.40365,0.238746
-2.80107,0.947106,0.637133,3,7,0,3.06682,3.49106
-2.8358,0.98168,0.637133,1,1,0,3.42507,3.52992
-2.10442,1,0.637133,1,1,0,2.7413,2.66299
-3.9657,0.342137,0.637133,2,5,0,6.42155,0.0437706
-3.96643,0.999998,0.637133,2,3,0,4.05274,0.0437439
-3.72471,1,0.637133,2,3,0,3.97237,0.0536022
-3.75065,0.999791,0.637133,1,1,0,3.82327,0.0524405
-2.17806,1,0.637133,2,5,0,3.73105,0.21767
-3.0547,0.915966,0.637133,3,7,0,3.24839,3.77114
-2.54471,1,0.637133,1,1,0,3.25708,3.19843
-2.03405,1,0.637133,2,5,0,2.35806,0.253044
-1.26652,0.999856,0.637133,3,7,0,2.01647,0.846093
-1.87709,0.913003,0.637133,1,3,0,2.57249,0.30099
-1.25278,0.981049,0.637133,3,7,0,2.73363,1.06819
-1.26275,0.992055,0.637133,3,7,0,1.32763,0.863897
-2.57211,0.901288,0.637133,3,7,0,2.78833,0.148148
-1.25343,0.90841,0.637133,1,3,0,4.80447,0.92777
-1.2541,0.998357,0.637133,1,3,0,1.27142,1.08318
-1.3571,0.913965,0.637133,3,7,0,2.17797,0.641078
-1.48692,0.991255,0.637133,2,3,0,1.52246,0.50364
-1.40209,1,0.637133,1,1,0,1.47977,0.584252
-1.99674,0.961588,0.637133,2,3,0,1.99777,0.263433
-2.49898,0.949969,0.637133,3,7,0,2.7771,0.158748
-2.63814,0.996192,0.637133,2,3,0,2.86044,0.139286
-2.82913,0.996236,0.637133,1,1,0,2.83798,0.116904
-1.7767,0.668547,0.637133,3,7,0,3.45305,2.21793
-1.7767,0.392935,0.637133,1,1,0,3.00038,2.21793
-3.94798,0.36177,0.637133,1,1,0,4.09049,4.70755
-1.63644,1,0.637133,2,3,0,3.27983,0.404808
-1.37434,0.984852,0.637133,3,7,0,1.87667,0.617666
-2.80079,0.941509,0.637133,1,3,0,4.74015,0.119949
-2.2952,0.737201,0.637133,3,7,0,4.37366,0.193457
-1.32892,0.983493,0.637133,1,3,0,3.23575,0.685431
-1.78699,0.958366,0.637133,3,7,0,2.06082,0.334513
-3.32629,0.930221,0.637133,3,7,0,3.39845,0.0753446
-1.26339,0.998324,0.637133,2,5,0,3.59027,0.860688
-1.39659,0.987697,0.637133,2,3,0,1.3987,0.590523
-1.31868,0.991985,0.637133,2,3,0,1.54504,0.704072
-1.43226,0.993099,0.637133,3,7,0,1.45543,1.64129
-2.43026,0.850747,0.637133,2,5,0,2.44226,0.169539
-2.10344,0.993603,0.637133,2,3,0,2.8928,0.235127
-2.44114,0.991404,0.637133,3,7,0,2.91373,0.167774
-1.365,0.995678,0.637133,3,7,0,3.674,0.630058
-1.99362,0.926755,0.637133,1,3,0,2.42293,0.264326
-1.99535,0.892914,0.637133,3,7,0,4.0868,0.263829
-1.25772,1,0.637133,1,3,0,2.87194,0.892926
-1.26026,0.999886,0.637133,2,3,0,1.26065,0.877289
-2.38952,0.95041,0.637133,2,3,0,2.70827,3.01532
-2.39475,1,0.637133,3,7,0,2.39564,0.175461
-1.53058,0.8854,0.637133,1,3,0,2.88602,0.470497
-1.80274,0.970597,0.637133,2,3,0,2.10541,0.32827
-3.94779,0.940539,0.637133,3,7,0,4.39856,0.0444318
-4.15843,0.998676,0.637133,1,1,0,4.17237,0.0372735
-1.28242,0.99915,0.637133,2,5,0,4.82256,0.789186
-1.26145,0.995124,0.637133,3,7,0,1.34918,1.14154
-1.27175,0.998186,0.637133,1,1,0,1.27189,1.19833
-1.26161,1,0.637133,1,1,0,1.27012,1.14256
-1.25141,0.993188,0.637133,3,7,0,1.3223,1.04821
-1.26839,0.994301,0.637133,1,3,0,1.29978,0.838148
-1.25942,0.994912,0.637133,1,3,0,1.32807,1.12788
-1.55672,0.966205,0.637133,2,3,0,1.644,1.87282
-1.43627,1,0.637133,2,3,0,1.54441,1.64946
-1.93975,0.864631,0.637133,1,1,0,1.94179,2.44643
-2.08712,0.944834,0.637133,1,1,0,2.26992,2.64076
-1.25029,0.911812,0.637133,2,3,0,2.6455,1.02161
-1.25638,0.998254,0.637133,1,3,0,1.26558,0.902375
-1.37523,0.980302,0.637133,1,3,0,1.44737,0.616526
-1.25645,0.988484,0.637133,1,3,0,1.57001,1.10502
-1.53108,0.910692,0.637133,1,3,0,2.02715,0.470142
-1.27477,0.984236,0.637133,1,3,0,1.65221,0.813903
-1.54454,0.959855,0.637133,1,3,0,1.71387,0.460768
-1.25062,0.986618,0.637133,1,3,0,1.83431,0.968854
-1.33218,0.983315,0.637133,1,3,0,1.40031,0.679835
-1.25085,0.993478,0.637133,1,3,0,1.42513,1.03739
-2.95718,0.782668,0.637133,2,5,0,3.3977,0.104188
-2.97937,0.999884,0.637133,2,3,0,3.04507,0.102146
-2.82474,1,0.637133,1,1,0,2.9951,0.117371
-2.76982,0.999346,0.637133,3,7,0,3.10041,0.123381
-2.69013,1,0.637133,1,1,0,2.80656,0.13274
-3.87759,0.992478,0.637133,3,7,0,3.88087,0.0471253
-4.17609,0.998047,0.637133,1,1,0,4.17799,0.0367309
-3.60159,0.999887,0.637133,2,3,0,4.29296,0.0595005
-2.54618,0.801308,0.637133,3,7,0,4.50614,0.151809
-2.55323,0.999838,0.637133,1,1,0,2.6181,0.150803
-1.54032,0.843312,0.637133,1,3,0,3.24391,0.463665
-1.45494,0.998283,0.637133,2,3,0,1.60951,0.53105
-1.2934,0.998654,0.637133,3,7,0,1.43086,1.28717
-1.67333,0.924422,0.637133,2,3,0,2.12382,2.06267
-1.67333,0.87538,0.637133,1,1,0,1.9901,2.06267
-2.4187,0.759084,0.637133,1,1,0,2.4735,3.05015
-2.4548,1,0.637133,3,7,0,2.45596,0.165588
-1.39384,0.886101,0.637133,1,3,0,3.41364,0.593713
-1.35498,0.998046,0.637133,3,7,0,1.42352,1.46764
-1.27955,0.969987,0.637133,1,3,0,1.58896,0.798032
-1.33165,0.959666,0.637133,2,3,0,1.81916,1.40624
-1.73578,0.771832,0.637133,1,3,0,3.16589,0.35611
-1.38473,0.996996,0.637133,3,7,0,1.73292,0.604607
-1.45947,0.993479,0.637133,1,1,0,1.4595,0.526979
-2.67094,0.917797,0.637133,2,5,0,2.67223,3.34388
-2.80298,0.933862,0.637133,1,1,0,3.32604,3.4932
-1.51502,1,0.637133,2,3,0,2.36035,1.79955
-1.25232,1,0.637133,3,7,0,1.51232,1.0621
-1.55464,0.911931,0.637133,1,3,0,2.03724,0.453955
-1.47163,1,0.637133,1,1,0,1.54984,0.516371
-1.27694,0.998926,0.637133,3,7,0,1.44803,1.22224
-1.2533,0.995953,0.637133,1,3,0,1.31912,0.92907
