# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code_5_model
# start_datetime = 2023-03-19 18:48:03 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = /home/Lab_2/samples/code_5-20230319184803_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-1.57895,0.908887,1.00813,1,3,0,2.74905,0.438292
-1.87527,0.958484,1.00813,1,1,0,1.88473,0.301616
-1.84441,1,1.00813,2,3,0,1.97116,0.312554
-4.47787,0.763101,1.00813,1,3,0,5.62619,0.0286193
-3.94804,1,1.00813,1,1,0,4.50536,0.0444225
-4.67314,0.990215,1.00813,1,1,0,4.68045,0.0243766
-4.2171,1,1.00813,1,1,0,4.72086,0.0355015
-1.55399,0.991739,1.00813,1,3,0,5.1977,0.454387
-2.01493,0.940181,1.00813,2,3,0,2.34156,0.258297
-2.37045,0.970537,1.00813,1,1,0,2.39708,0.179658
-2.73393,0.978867,1.00813,1,1,0,2.77451,0.1275
-3.73711,0.654382,1.00813,1,3,0,3.74856,0.0530432
-1.71403,0.371991,1.00813,2,3,0,4.12595,0.365941
-1.52971,1,1.00813,2,3,0,1.70542,0.471115
-1.40435,1,1.00813,1,1,0,1.51905,0.581729
-1.74079,0.955367,1.00813,1,3,0,1.82108,2.1651
-2.76935,0.234473,1.00813,1,3,0,4.79478,0.123434
-3.18777,0.983418,1.00813,1,1,0,3.2288,0.0849893
-2.96404,1,1.00813,2,3,0,3.27956,0.103552
-2.14224,0.710241,1.00813,1,3,0,2.91315,0.225833
-1.62979,0.462849,1.00813,2,3,0,2.48266,1.99396
-1.62979,0.152101,1.00813,1,1,0,2.51956,1.99396
-1.62979,2.91156e-31,1.00813,1,1,0,5.42486,1.99396
-1.62979,0.542957,1.00813,1,3,0,2.2862,1.99396
-1.72708,0.70573,1.00813,2,3,0,2.54697,0.359993
-1.4431,1,1.00813,2,3,0,1.59422,1.66326
-1.91604,0.700974,1.00813,1,1,0,2.11385,2.4142
-1.91604,0.213798,1.00813,1,3,0,3.34978,2.4142
-1.91604,0.184884,1.00813,1,1,0,2.95872,2.4142
-1.94821,0.971006,1.00813,1,1,0,2.4308,2.45786
-1.25059,1,1.00813,1,1,0,1.59313,0.969699
-1.25059,0.0138525,1.00813,1,1,0,2.60759,0.969699
-1.40918,0.953297,1.00813,1,3,0,1.42617,0.576415
-1.53863,0.975467,1.00813,1,3,0,1.65532,1.84147
-1.39554,1,1.00813,1,1,0,1.53881,1.5631
-1.39554,0.152416,1.00813,2,3,0,2.8204,1.5631
-1.39554,0.052896,1.00813,1,1,0,2.39583,1.5631
-1.39554,0.000128475,1.00813,1,1,0,3.09405,1.5631
-2.47476,0.441365,1.00813,2,3,0,2.81139,3.11653
-2.00275,1,1.00813,1,1,0,2.76986,2.53069
-1.47758,1,1.00813,1,1,0,1.83645,1.73044
-1.47758,0.39462,1.00813,2,3,0,2.04485,1.73044
-1.86162,0.646184,1.00813,1,3,0,2.47126,0.306385
-2.64809,0.897369,1.00813,1,3,0,2.65748,0.138005
-2.60212,1,1.00813,1,1,0,2.79773,0.144041
-1.42359,0.333738,1.00813,2,3,0,3.01241,1.62339
-1.42359,0.448558,1.00813,1,3,0,2.72687,1.62339
-1.42359,0.21703,1.00813,1,1,0,2.13207,1.62339
-2.17086,0.552635,1.00813,1,1,0,2.42801,2.74732
-1.39114,1,1.00813,1,1,0,1.79549,1.55328
-1.4074,0.848005,1.00813,2,3,0,1.78501,0.578362
-1.32821,0.968264,1.00813,2,3,0,1.5694,0.686676
-2.53846,0.599942,1.00813,1,1,0,2.54342,3.19115
-1.38826,1,1.00813,1,1,0,1.92416,1.5468
-2.34759,0.461243,1.00813,1,1,0,2.63079,2.96493
-1.29114,1,1.00813,2,3,0,1.86888,0.764901
-1.83851,0.864889,1.00813,1,3,0,1.89655,0.314711
-1.8581,0.997713,1.00813,1,1,0,1.96097,0.307632
-1.46922,0.990089,1.00813,2,3,0,2.07473,0.518434
-3.10144,0.591812,1.00813,1,1,0,3.10758,3.8219
-1.28954,1,1.00813,1,1,0,2.14032,0.769096
-1.61521,0.928793,1.00813,1,3,0,1.63391,1.97041
-1.30715,1,1.00813,1,1,0,1.47806,1.3336
-1.2754,0.918891,1.00813,2,3,0,1.53292,0.811731
-1.26544,1,1.00813,2,3,0,1.27208,1.16552
-1.3988,0.935981,1.00813,1,1,0,1.40585,1.57031
-1.72615,0.897907,1.00813,2,3,0,1.73024,0.360413
-2.39005,0.925373,1.00813,1,3,0,2.54513,3.01596
-1.35198,1,1.00813,1,3,0,2.02634,0.648515
-2.22585,0.68235,1.00813,2,3,0,2.34944,0.207354
-1.25573,1,1.00813,2,3,0,2.04094,0.907319
-1.25573,0.441481,1.00813,1,1,0,1.86924,0.907319
-1.9615,0.867159,1.00813,2,3,0,2.05624,0.273784
-2.1547,0.982006,1.00813,1,1,0,2.21421,0.222948
-1.85925,1,1.00813,1,1,0,2.1535,0.307225
-1.85925,0.0490911,1.00813,1,1,0,4.80182,0.307225
-1.79943,1,1.00813,2,3,0,2.05358,0.329565
-1.54423,0.970234,1.00813,1,3,0,2.03551,1.85124
-1.54423,0.0233187,1.00813,1,1,0,2.73122,1.85124
-1.25306,1,1.00813,1,3,0,1.42104,0.931598
-1.36896,0.966104,1.00813,2,3,0,1.44498,0.624727
-1.31235,0.899764,1.00813,2,3,0,1.92962,0.716484
-1.3665,0.998836,1.00813,2,3,0,1.41131,1.49598
-1.51119,0.915117,1.00813,1,1,0,1.58263,1.79263
-1.51119,0.0152592,1.00813,1,1,0,2.74447,1.79263
-1.28147,1,1.00813,2,3,0,1.40677,1.2415
-2.24637,0.218741,1.00813,2,3,0,2.85748,0.203115
-1.53704,1,1.00813,1,3,0,2.16799,0.465947
-1.69507,0.963339,1.00813,2,3,0,1.69569,2.09616
-1.3654,0.991204,1.00813,2,3,0,1.57491,1.49332
-1.3654,0.439045,1.00813,1,1,0,1.84636,1.49332
-1.3654,0.975283,1.00813,1,1,0,1.44389,1.49332
-3.52099,0.118111,1.00813,1,1,0,4.3413,4.26792
-1.71231,1,1.00813,1,3,0,3.34147,0.366736
-1.27412,0.697762,1.00813,2,3,0,1.72072,1.2095
-1.25077,1,1.00813,1,3,0,1.26733,0.96521
-2.42178,0.493021,1.00813,1,1,0,2.48526,3.05381
-2.42178,0.138831,1.00813,2,3,0,3.81468,3.05381
-1.79243,1,1.00813,1,1,0,2.43367,2.24076
-2.02024,0.814881,1.00813,1,1,0,2.46695,2.55376
-1.2672,1,1.00813,2,3,0,1.67535,0.843151
-3.80656,0.146872,1.00813,1,1,0,4.21221,4.5633
-1.80881,1,1.00813,1,1,0,3.70192,0.32591
-1.80881,0.961993,1.00813,1,3,0,3.06496,0.32591
-1.5067,1,1.00813,1,1,0,1.76528,0.488078
-1.56948,0.996348,1.00813,2,3,0,1.61298,0.444275
-2.11328,0.935699,1.00813,2,3,0,2.43126,0.232725
-4.24677,0.890922,1.00813,2,3,0,4.34694,0.034639
-3.6133,1,1.00813,1,1,0,4.25085,0.058911
-3.74329,0.997273,1.00813,1,1,0,3.8937,0.0527672
-1.2623,0.983484,1.00813,1,3,0,4.75874,0.866198
-1.61918,0.899733,1.00813,2,3,0,1.66325,0.414385
-1.30402,0.956744,1.00813,2,3,0,1.95834,1.3235
-1.30402,0.00909629,1.00813,1,1,0,2.57579,1.3235
-1.26604,1,1.00813,1,1,0,1.29227,1.16887
-1.2504,0.987263,1.00813,2,3,0,1.30408,1.02542
-1.38741,0.812645,1.00813,2,3,0,2.03424,0.601349
-1.38741,0.158535,1.00813,1,1,0,2.77477,0.601349
-1.51515,0.977492,1.00813,1,3,0,1.61736,1.79978
-2.56342,0.124666,1.00813,2,3,0,3.98793,0.149364
-2.89267,0.983844,1.00813,1,1,0,2.94832,0.110389
-3.41115,0.982059,1.00813,1,1,0,3.43577,0.0700257
-1.69623,0.539296,1.00813,2,3,0,3.61277,0.374308
-1.92423,0.971743,1.00813,1,1,0,1.95353,0.285351
-2.00905,0.997114,1.00813,2,3,0,2.09806,0.259943
-2.7026,0.679733,1.00813,2,3,0,2.75873,3.37994
-1.3972,1,1.00813,1,1,0,2.25738,0.589816
-1.34289,0.975458,1.00813,2,3,0,1.47448,1.43657
-2.19643,0.377617,1.00813,2,3,0,4.18203,0.21363
-2.6357,0.970445,1.00813,1,1,0,2.65597,0.139602
-1.27835,0.979177,1.00813,1,3,0,2.94806,1.22837
-1.53561,0.932399,1.00813,2,3,0,1.56528,0.466945
-1.35177,1,1.00813,2,3,0,1.49794,0.648833
-1.3137,0.890185,1.00813,2,3,0,2.17215,0.713788
-1.82427,0.915238,1.00813,2,3,0,2.00109,0.320007
-4.00601,0.736474,1.00813,2,3,0,4.01278,4.7664
-2.2796,0.0757873,1.00813,3,7,0,5.92151,2.88225
-1.25,1,1.00813,1,1,0,1.71576,1.00246
-2.1116,0.305418,1.00813,2,3,0,2.43582,0.233133
-2.15472,0.998771,1.00813,2,3,0,2.27556,0.222944
-1.42224,0.996317,1.00813,2,3,0,2.23456,0.56259
-1.89966,0.929539,1.00813,2,3,0,2.15628,0.293355
-2.30947,0.769836,1.00813,2,3,0,2.81318,2.91872
-1.29415,0.916491,1.00813,2,3,0,1.7393,1.28983
-1.64058,0.904905,1.00813,2,3,0,1.66615,0.402566
-1.65436,0.997938,1.00813,1,1,0,1.7334,0.39525
-1.51093,0.977556,1.00813,1,3,0,1.86065,1.79218
-1.26735,1,1.00813,1,3,0,1.43594,0.842523
-1.77639,0.878419,1.00813,1,3,0,1.77758,2.21748
-3.04868,0.246382,1.00813,1,1,0,4.04442,3.76459
-1.32378,1,1.00813,1,1,0,2.21164,0.694594
-1.33239,0.99778,1.00813,1,1,0,1.35229,0.679472
-1.33239,0.591862,1.00813,2,3,0,2.1702,0.679472
-2.49886,0.621905,1.00813,1,1,0,2.50143,3.14485
-1.28889,1,1.00813,1,1,0,1.92248,0.770848
-1.28889,3.39508e-08,1.00813,1,1,0,3.88703,0.770848
-3.49653,0.182564,1.00813,2,3,0,4.79985,0.0650794
-4.40247,0.660891,1.00813,1,3,0,4.40288,0.0304545
-1.51671,1,1.00813,2,3,0,4.06693,0.480555
-4.75064,0.316129,1.00813,2,3,0,5.12267,5.50643
-4.75064,0.572682,1.00813,2,7,0,5.78002,5.50643
-1.41819,1,1.00813,1,1,0,2.99779,0.566795
-1.66768,0.954664,1.00813,1,1,0,1.67043,0.388386
-1.41923,1,1.00813,1,1,0,1.62443,0.565713
-2.10539,0.898412,1.00813,1,3,0,2.14278,2.66422
-2.10539,0.840987,1.00813,1,1,0,2.83622,2.66422
-2.10539,4.44861e-05,1.00813,1,1,0,4.38822,2.66422
-1.88067,0.769955,1.00813,2,3,0,2.77608,0.29976
-2.09548,0.978362,1.00813,1,1,0,2.14314,0.237097
-1.70406,1,1.00813,2,3,0,2.05573,0.370591
-1.62213,1,1.00813,1,1,0,1.74742,0.41272
-1.37806,0.917071,1.00813,2,3,0,2.59776,0.612913
-3.82177,0.70064,1.00813,2,3,0,3.8299,0.049389
-3.38605,1,1.00813,1,1,0,3.86068,0.071555
-4.13299,0.983896,1.00813,1,1,0,4.13646,0.0380702
-3.55939,1,1.00813,1,1,0,4.14584,0.0616777
-3.03456,1,1.00813,1,1,0,3.56909,0.0972581
-3.40194,0.996105,1.00813,2,3,0,3.46121,0.0705829
-2.94862,1,1.00813,2,3,0,3.42432,0.104988
-2.92238,1,1.00813,2,3,0,3.12266,0.107483
-1.49381,0.462583,1.00813,2,3,0,3.01249,0.498109
-1.49379,0.999973,1.00813,2,3,0,1.87321,0.49812
-1.61968,0.992829,1.00813,2,3,0,1.6468,0.414102
-1.64044,0.87379,1.00813,2,3,0,2.3823,0.402638
-1.61649,1,1.00813,1,1,0,1.70884,0.415911
-1.26339,0.965007,1.00813,1,3,0,1.55135,0.860662
-1.26288,1,1.00813,1,1,0,1.26753,0.863235
-1.26288,0.572588,1.00813,1,1,0,1.78514,0.863235
-2.29584,0.288048,1.00813,2,3,0,2.62581,0.193333
-2.66466,0.977008,1.00813,1,1,0,2.70123,0.135902
-3.99855,0.649676,1.00813,1,3,0,4.07963,0.0425849
-1.43083,0.98976,1.00813,1,3,0,4.93162,0.553909
-2.00668,0.968639,1.00813,1,3,0,2.02311,0.260609
-3.41749,0.965724,1.00813,1,3,0,3.57793,0.0696448
-3.68302,0.993733,1.00813,1,1,0,3.77999,0.0555267
-3.34364,1,1.00813,1,1,0,3.74774,0.0742222
-2.19044,0.78366,1.00813,1,3,0,3.32724,0.214935
-2.0655,1,1.00813,1,1,0,2.26762,0.244706
-1.25449,1,1.00813,2,3,0,1.91216,1.08718
-1.25119,0.918813,1.00813,2,3,0,1.54262,0.956933
-1.25111,0.99941,1.00813,2,3,0,1.2544,0.958405
-1.25271,0.99977,1.00813,2,3,0,1.25322,1.06736
-1.80727,0.484476,1.00813,2,3,0,3.16025,0.326506
-1.31323,0.97501,1.00813,1,3,0,1.72742,0.714715
-1.8353,0.897529,1.00813,1,3,0,1.87343,0.315895
-1.8353,0.962067,1.00813,1,3,0,3.13995,0.315895
-1.78034,0.952462,1.00813,1,3,0,2.2241,2.22324
-1.78034,0.286372,1.00813,1,3,0,3.0648,2.22324
-1.91972,0.688094,1.00813,2,3,0,2.32045,2.41922
-1.79328,0.789941,1.00813,2,3,0,2.59101,0.331998
-1.63133,1,1.00813,1,1,0,1.80717,0.407604
-2.38419,0.970416,1.00813,1,3,0,2.40339,0.177269
-1.76635,0.930523,1.00813,1,3,0,2.31992,0.342972
-1.69066,1,1.00813,1,1,0,1.82229,0.37699
-2.5488,0.969132,1.00813,1,3,0,2.58022,0.151434
-2.36238,1,1.00813,1,1,0,2.62457,0.181078
-1.392,0.813565,1.00813,2,3,0,2.32153,0.595871
-1.25232,0.994994,1.00813,2,3,0,1.41795,0.940351
-1.30729,0.98519,1.00813,1,3,0,1.31135,1.33404
-1.36906,0.96779,1.00813,1,1,0,1.39685,1.50214
-2.47722,0.460492,1.00813,1,3,0,3.53892,0.162074
-2.16767,1,1.00813,1,1,0,2.49827,0.219998
-1.35821,0.97935,1.00813,1,3,0,2.35281,1.47569
-1.27672,0.995435,1.00813,1,3,0,1.3642,0.807223
-1.3571,0.982748,1.00813,1,3,0,1.38233,1.47293
-1.34564,1,1.00813,1,1,0,1.39757,1.44377
-1.77473,0.751568,1.00813,1,1,0,1.8724,2.21507
-1.26217,1,1.00813,1,3,0,1.5545,0.866885
-1.26217,0.0878671,1.00813,1,1,0,2.38544,0.866885
-1.26578,0.934884,1.00813,2,3,0,1.54816,1.1674
-1.26578,0.132089,1.00813,2,3,0,3.993,1.1674
-1.65821,0.72044,1.00813,2,3,0,2.3596,0.393243
-1.43436,0.916463,1.00813,2,3,0,2.723,0.550426
-1.65578,0.9604,1.00813,1,1,0,1.66194,0.394506
-2.3545,0.973202,1.00813,1,3,0,2.36476,0.18248
-2.26443,1,1.00813,2,3,0,5.32006,0.199475
-1.76033,1,1.00813,1,1,0,2.21112,0.345499
-2.49167,0.922836,1.00813,1,3,0,2.64218,3.13641
-1.27406,1,1.00813,1,1,0,1.88132,0.816422
-1.42325,0.965389,1.00813,2,3,0,1.48677,0.561551
-1.27499,0.93796,1.00813,2,3,0,1.82402,1.21349
-1.32238,0.977364,1.00813,1,1,0,1.33261,1.37995
-1.31048,0.931972,1.00813,2,3,0,1.50047,0.720306
-1.36581,0.996544,1.00813,2,3,0,1.40061,1.49432
-1.36581,0.345518,1.00813,1,1,0,1.92765,1.49432
-1.35702,0.997942,1.00813,2,3,0,1.41385,1.47274
-1.35702,0.466875,1.00813,2,3,0,1.85153,1.47274
-1.2954,0.93785,1.00813,2,3,0,1.51853,0.754141
-2.77539,0.232311,1.00813,2,3,0,3.33202,0.122756
-1.26928,0.978672,1.00813,1,3,0,3.15445,1.18606
-1.64342,0.723052,1.00813,2,3,0,2.3314,0.401041
-2.1423,0.939456,1.00813,1,1,0,2.14232,0.225818
-1.25006,0.398179,1.00813,2,3,0,2.17446,1.01
-1.25414,0.998641,1.00813,2,3,0,1.25536,0.920798
-1.27029,0.994642,1.00813,1,1,0,1.27053,0.830479
-1.25046,0.999923,1.00813,1,3,0,1.26375,0.973145
-1.25046,0.503827,1.00813,1,1,0,1.76338,0.973145
-1.76834,0.774156,1.00813,1,1,0,1.7715,2.20573
-1.64789,0.729221,1.00813,1,3,0,2.3076,0.398654
-1.28939,0.985313,1.00813,1,3,0,1.57657,0.769507
-2.24193,0.383114,1.00813,2,3,0,2.46352,0.204024
-1.25162,1,1.00813,2,3,0,1.98928,1.05186
-2.10023,0.605003,1.00813,1,1,0,2.1423,2.65761
-1.26303,1,1.00813,1,1,0,1.63869,1.15144
-1.25552,0.962776,1.00813,2,3,0,1.35124,0.908913
-1.33464,0.983146,1.00813,1,3,0,1.3358,0.675694
-3.67322,0.570513,1.00813,1,3,0,4.99407,0.0559897
-1.2882,0.985267,1.00813,1,3,0,4.53993,0.772708
-1.26234,1,1.00813,2,3,0,1.282,1.14714
-1.42367,0.922936,1.00813,1,1,0,1.42976,1.62356
-1.33774,1,1.00813,1,1,0,1.42182,1.42286
-1.31352,1,1.00813,1,1,0,1.35492,1.35353
-1.31352,0.258971,1.00813,2,3,0,2.16513,1.35353
-1.50475,0.895436,1.00813,1,1,0,1.54526,1.78094
-1.50475,0.0233183,1.00813,1,1,0,2.67355,1.78094
-1.50475,0.284134,1.00813,2,3,0,2.22956,1.78094
-1.6125,0.927105,1.00813,1,1,0,1.77588,1.96601
-1.73096,0.686525,1.00813,1,3,0,2.3509,0.358253
-2.43521,0.975419,1.00813,1,3,0,2.4421,0.168734
-2.8417,0.929202,1.00813,2,3,0,4.49278,0.115581
-1.77725,1,1.00813,1,3,0,2.80458,0.338464
-1.96858,0.694429,1.00813,2,3,0,3.35147,0.271661
-2.21588,0.977642,1.00813,1,1,0,2.2622,0.209454
-2.03924,1,1.00813,1,1,0,2.27051,0.25164
-3.45693,0.412184,1.00813,2,3,0,3.97248,4.20082
-1.55287,0.953876,1.00813,2,3,0,2.92103,0.455134
-1.55287,0.225696,1.00813,1,1,0,3.2921,0.455134
-1.60424,0.991556,1.00813,1,1,0,1.6582,0.422993
-1.28354,0.987864,1.00813,1,3,0,1.53687,0.785884
-1.3481,0.968557,1.00813,2,3,0,1.45971,1.45014
-1.3481,0.0640633,1.00813,2,3,0,5.41766,1.45014
-1.29171,1,1.00813,1,1,0,1.33842,1.28103
-1.65481,0.806099,1.00813,1,1,0,1.69587,2.03371
-2.09135,0.683313,1.00813,1,1,0,2.48532,2.64621
-1.40227,1,1.00813,1,3,0,2,0.584055
-1.40227,0.000613152,1.00813,1,1,0,3.68625,0.584055
-2.43785,0.885983,1.00813,2,3,0,2.60166,0.168306
-1.55169,0.863928,1.00813,2,3,0,2.70299,0.455923
-3.26596,0.792701,1.00813,2,3,0,3.7305,0.0793902
-2.08698,1,1.00813,1,3,0,3.25355,0.239224
-3.23201,0.911095,1.00813,1,3,0,3.29334,0.0817707
-1.81814,0.999953,1.00813,2,3,0,3.29603,0.322328
-1.96104,0.971391,1.00813,2,3,0,2.4612,0.273922
-1.71003,1,1.00813,1,1,0,1.9564,0.367794
-1.37476,1,1.00813,2,3,0,1.56743,1.51565
-1.37476,0.848918,1.00813,2,3,0,1.65167,1.51565
-1.58476,0.874595,1.00813,1,1,0,1.67071,1.92027
-1.7118,0.63426,1.00813,2,3,0,2.29076,0.366972
-1.96307,0.969734,1.00813,1,1,0,1.9893,0.273311
-1.99317,0.996965,1.00813,1,1,0,2.10545,0.264456
-1.74197,1,1.00813,1,1,0,1.99222,0.353389
-1.72244,1,1.00813,1,1,0,1.82788,0.362092
-1.72037,0.980173,1.00813,2,3,0,2.20706,0.363032
-2.01624,0.965325,1.00813,1,1,0,2.03556,0.257933
-1.63811,1,1.00813,2,3,0,1.97227,0.403901
-1.63811,0.916482,1.00813,1,3,0,2.9749,0.403901
-1.63811,0.152318,1.00813,1,1,0,3.72123,0.403901
-2.24456,0.936515,1.00813,2,3,0,2.57604,0.203484
-1.2716,0.970365,1.00813,2,3,0,2.80466,0.825449
-1.2531,1,1.00813,1,1,0,1.26544,0.931227
-1.2531,2.07656e-05,1.00813,1,1,0,3.28078,0.931227
-1.2531,0.906365,1.00813,1,3,0,1.4519,0.931227
-1.25275,1,1.00813,2,3,0,1.25391,0.935175
-1.25275,0.197252,1.00813,1,1,0,2.121,0.935175
-1.25275,0.137192,1.00813,1,1,0,2.21561,0.935175
-1.25687,0.999387,1.00813,2,3,0,1.25845,1.10855
-1.25687,0.552429,1.00813,1,1,0,1.6727,1.10855
-1.52732,0.924671,1.00813,2,3,0,1.53334,1.82153
-1.52732,0.208173,1.00813,2,3,0,2.43782,1.82153
-1.51265,0.947175,1.00813,2,3,0,1.66838,1.79528
-1.96897,0.696269,1.00813,1,1,0,2.22891,2.48575
-1.51403,0.905613,1.00813,2,3,0,1.86864,1.79777
-1.5833,0.767696,1.00813,2,3,0,2.19253,0.435592
-3.59673,0.256559,1.00813,2,3,0,4.27899,0.0597471
-2.39214,0.678352,1.00813,1,3,0,3.5929,0.175906
-1.25626,0.340292,1.00813,2,3,0,2.54311,1.10345
-1.25626,0.000573421,1.00813,1,1,0,2.89798,1.10345
-1.25626,1.02354e-09,1.00813,1,1,0,3.70925,1.10345
-1.72782,0.772678,1.00813,1,1,0,1.74371,2.14574
-1.72782,5.40601e-07,1.00813,1,1,0,3.98817,2.14574
-1.6894,0.847479,1.00813,2,3,0,1.98596,2.08747
-1.48265,0.87115,1.00813,1,3,0,1.9369,0.507125
-1.26558,0.991745,1.00813,1,3,0,1.43035,0.850296
-1.25562,1,1.00813,2,3,0,1.26353,1.09786
-1.25138,0.999646,1.00813,2,3,0,1.25786,0.953814
-1.25138,0.229074,1.00813,2,3,0,2.57751,0.953814
-1.40541,0.952494,1.00813,2,3,0,1.43516,0.580548
-1.28665,0.989186,1.00813,2,3,0,1.50997,0.776983
-1.6073,0.938907,1.00813,1,3,0,1.62043,0.421208
-3.37344,0.702918,1.00813,1,1,0,3.37488,4.11287
-3.37344,0.271386,1.00813,1,1,0,6.0036,4.11287
-1.41688,1,1.00813,1,1,0,2.55686,0.568167
-1.73266,0.981277,1.00813,2,3,0,1.73281,0.357497
-1.58611,1,1.00813,2,3,0,1.74543,0.433862
-1.88147,0.959,1.00813,1,1,0,1.89152,0.299486
-1.32229,0.490047,1.00813,2,3,0,1.9646,1.37969
-1.34437,0.855569,1.00813,2,3,0,1.73437,0.660033
-1.3858,0.991639,1.00813,2,3,0,1.38585,1.54121
-1.76778,0.783225,1.00813,2,3,0,1.89218,2.20492
-1.50873,1,1.00813,1,1,0,1.77599,1.78819
-1.50873,8.51741e-08,1.00813,1,1,0,3.72671,1.78819
-1.50873,6.38804e-10,1.00813,1,1,0,3.96034,1.78819
-1.40602,1,1.00813,2,3,0,1.44682,0.579874
-1.73359,0.980269,1.00813,1,3,0,1.73359,0.357082
-2.20285,0.932403,1.00813,1,3,0,2.41415,2.78738
-2.20285,0.139952,1.00813,2,3,0,3.43953,2.78738
-2.43576,0.251574,1.00813,1,3,0,4.41465,0.168644
-1.34858,0.500618,1.00813,2,3,0,2.4337,0.65359
-2.81114,0.526275,1.00813,1,1,0,2.82787,3.50234
-1.28833,1,1.00813,1,1,0,1.90488,1.2685
-1.26626,1,1.00813,1,1,0,1.28435,1.17009
-1.26167,0.904355,1.00813,2,3,0,1.57766,0.869516
-1.26916,0.998985,1.00813,2,3,0,1.26973,1.18546
-1.26916,0.159998,1.00813,2,3,0,3.27205,1.18546
-1.30035,0.862526,1.00813,2,3,0,1.72878,0.742355
-1.28661,1,1.00813,2,3,0,1.30551,0.777108
-1.70779,0.906904,1.00813,1,3,0,1.7384,0.36884
